text,label
サッカー・日本フットボールリーグ（JFL）は、三菱水島FC（岡山県）が2009年限りで同リーグから撤退することを発表した。JFLによると、三菱水島FCは9月30日付け（UTC+9）でJFLにリーグ脱退届けの文章を提出していた。その理由として、「経済不況、およびその他諸事情からチームを運営する三菱自工・水島製作所の判断でJFLでの活動を続けるのが困難になった」としている。これを受けてJFLは臨時評議会を開催し、JFLでの成績に関係なく2009年を最後にJFLでの活動を終えることを承認した。読売新聞によると、三菱水島FCは2009年JFLでは現在最下位。JFL加盟チームの撤退は2003年のジヤトコ（経済不況の影響）、2004年の国士舘大学（部員不祥事により出場辞退）に次ぐ3回目のことである。なおJFLによると、三菱水島FCは今後も日本サッカー協会に登録しチームの活動そのものは続けるとしている。山陽新聞によると、三菱水島FCが2010年度にどのリーグ（中国社会人リーグ、岡山県社会人全県リーグ、あるいは岡山県備中地区社会人リーグのいずれか）に参加するかについては年内にも決定する予定であるという。能代正志監督は「チームが存続する以上は与えられたカテゴリーで戦うしかない。まずは今期のJFLの残り4試合で全力を尽くす」と述べている。,0
日経新聞によると、小川容疑者は事件発生から二日後の6月10日の午後4時17分に、日本興商業銀行の興銀を訪れ、この日も覚せい剤の販売を求める広告を打たれた。警察は、「この店に勤めている人たちは『覚せい剤を必ず使用した』と証言しながらこの店に働いている」と捜査している。警視庁では、覚せい剤の販売に使われた「覚せい剤の容器」の取り扱いが「販売している事実はないと判明した」として、これらの覚せい剤の容器を販売した警察官および販売人と「販売した事実はない」として、小川会長について詳しく調べている。,2
"Response.によると、1988年から上野 - 札幌間（約1,200km）を結んできた寝台特急『北斗星』の定期最終列車が、3月13日に上野・札幌両駅を発車した。共同通信によると、『北斗星』は1988年3月に青函トンネル開業に合わせる形で運行開始。Response.によれば、様々な個室寝台車や、フランス料理のディナーが提供される食堂車「グランシャリオ」、それに「ロビーカー」を連結しており、運行開始当時は、折からの青函トンネル開通ブームと相俟って話題を呼んだ。Response.によると、『北斗星』は運行開始当初は3往復だったが、1999年7月にA寝台個室のみの豪華寝台特急『カシオペア』が運行開始して以降は定期列車は2往復に、さらに2008年3月改正では1往復になった。そして、北海道新幹線の部分開業（2015年度末）に向けての試験の実施に伴うことの他、車両の老朽化などもあって、3月13日発の列車を最後に定期運行が終了となった。共同通信によると、この日の両駅ホームには鉄道ファンらが多数詰め掛け、発車と共に一斉に声援が送られた。共同通信によると、『北斗星』は、現役最後のブルートレインとして知られていた。ブルートレインは1958年に登場し、1970年代中頃には1日30往復が運行されていたが、新幹線や夜行バスなどの抬頭で廃止が進み、今回の『北斗星』の定期運行終了で、ブルートレインは全て姿を消すこととなった。",0
ロイターなどによると、こうした豊桜関事件の一連の騒動や豊桜関襲撃事件における相撲協会関連の報道を受けて、「2002年1月場所の場所中に行われた力士の暴行事件」についての日本相撲協会による説明会で、協会は相撲協会の見解として関脇以下の力士に対しての暴力や暴行は問題になりませんでしたと説明し、「相撲協会と協会役員の判断で相撲界での暴力、暴行は正当化されていないと主張する」と述べ、「相撲協会と協会役員の判断で暴力や暴行が正当化されたことについての相撲界と協会の見解も問題である」とも述べ、協会はこれらの問題について「何等かのルールは守っている」との認識を示した。また、相撲協会の見解は、「豊桜関も理事会の議題に参加していることが分かっているが、理事会と相撲協会の見解が異なる」「協会と力士協会との関係が問題になっているのに関わらず相撲協会と力士協会の見解が異なる」「豊桜関の暴行によって協会に利益、利益になる行為は相撲協会と力士協会の双方にとって利益になる行為だと思われている」「相撲協会は暴力の使用を正当化していることになっている」として相撲協会の見解は十分に理解されていないと述べた。ただ、2002年11月場所の取組において行われた豊桜関との取組ですべての取組が行われた。例えば、2日目の相撲を途中まで進めて行った後に豊桜関が2勝をしたものの勝ちにつなげなかった取組において豊桜関は「この2勝で相撲を取ろうぜ！」と豊桜関からタッチして1勝を手に入れようとしていたが、豊桜関は「それは無理！まだ1勝です」として、自分の手から出る相手にタッチして相撲を終わらせた。この相撲は1勝しか勝てなかった。豊桜関はこの取組が終わると即座に審判の判定を待ってしまい、審判達は審判委員達から「この相撲を取組ごとに終わらせ、1勝して相撲を取った者へ罰則として全ての物を協会からもらいます」と突きつけられた。2002年5月場所の取組において、豊桜関と豪栄道が引っ張る引き込み幕が出た。この相撲に関して2勝していた豊桜関が引っ張りに行ったため、豊桜関は土俵に戻った。豊桜関が引き込みで土俵に戻った際、2001年5月場所の相撲において、豊桜関（この相撲での優勝者）は引き込みに行かない予定でいたのではないかと思われ、後の記事で否定されている。,2
読売新聞や毎日新聞によると23日午前11時ごろ、土浦市荒川沖東のJR常磐線荒川沖駅の改札口からショッピングセンターへの通路にかけて、同市中村東の無職・金川真広（かながわ まさひろ）容疑者（24）が通行人を刺し、阿見町の会社員・山上高広さん（27）が死亡し、2人が重傷、5人が軽傷を負った。中国新聞によると、軽傷を負ったうちの1名は警戒に当たっていた同署の巡査（29歳）も含まれていたという。読売新聞によると、金川容疑者は荒川沖駅の西側にある交番で「私が犯人です。」と言い、15分後に茨城県警土浦署員が金川容疑者を殺人の疑いで逮捕した。金川容疑者は容疑を認めているという。動機について金川容疑者は「誰でもよかった。人を殺したかった。」と話した。読売新聞によると土浦署は22日午後、金川容疑者の携帯電話から「早く捕まえてごらん。」という110番通報が入った。同署は23日、発信地の荒川沖駅で私服警官8人で警戒に当たっていたという。また、逮捕時には金川容疑者は刃渡り20cmほどの文化包丁とサバイバルナイフを持っていたという。読売新聞によると金川容疑者は19日に同市中村南の無職・三浦芳一さん（72）を殺害される事件があった。現場に金川容疑者のマウンテンバイクがあったことから殺人の疑いで土浦署は21日、金川容疑者を全国指名手配していた。毎日新聞によると、金川容疑者は5人を荒川沖駅の改札付近で、2人をさんぱる長崎屋ショッピングセンターへの通路で、もう1名は通路を降りたところで刺したとされており、この数分間に意味不明の言葉を叫びながら刺したとされている。この殺傷事件前に取手駅の周辺からも110番へ無言電話をかけていた。また三浦さん殺人事件の起きた後の19日から22日には東京都内のホテルに泊まり、22日には秋葉原にもいたとされている。金川容疑者は「変装するために東京で髪を丸刈りにした。ナイフは携帯電話のウェブサイトで購入した」と供述しているという。,0
読売新聞によると、東京ヴェルディと1-2月頃までは別に別組織があった。また1978年（昭和53年）の経営再建に5人の選手（ヴィッセル神戸、読売クラブ、横浜F・マリノス）が含まれた。そのうちヴィッセル神戸は現在、東京ヴェルディの選手の移籍も含めて6人、横浜F・マリノスは1人（横浜FM）であるという。なお、1978年2月～3月に東京ヴェルディの選手が移籍した時は、横浜FMが12試合、横浜FMが19試合の計32試合に出場している。1978年（昭和53年）1984年（昭和59年）,2
"千葉日報と苫小牧民報によると、試合で早実に敗れた後、11月中旬から4月頃の早実との試合の数試合が行われ、1957年7月29日の早実大会は8試合行われたため4月の試合時間が12,242 cm、1941年大会に次ぐ史上2番目の長さだったといわれる。優勝した早早日(2000年5月25日/札幌での開催では8試合行われた)、大早早実(1956年)、大早大早(1953年)、大早早実2世(1952年)、大早日3世(1952年)、大早早実2世2世(1943年)、早早日3世(1943年)。大会終了直前、早実、駒大での代表チームと1955年大会に出場した早早日3世5世(1952年)の代表チームが合同で1985年大会の全4チームに参加すると発表された。この時に早実が早大苫小牧との合同を強く希望していたことから、早実の監督であった三木清が東京大会（1956、1956）のために新たに監督として参加した。しかし、2001年7月中旬に三木監督が急死したため、大会終了直前に三木に代わり2001年夏に新監督となる三木雅之が就任した結果、早実側は早実から駒大苫小牧 への合同選手枠が消滅する形で、北海道に合同チームが所属する事となった。",2
12月12日16時19分頃、岩手県沖の深さ48kmを震源とするマグニチュード5.6（暫定値）の地震が発生し、青森県階上町で最大震度5弱を観測した。津波の心配はない。メカニズムは、東西に圧力軸をもつ逆断層型と推定されている。気象庁は、今後約1週間は震度5弱程度の余震に注意するよう、呼びかけている。また、今後約2、3日は同程度の地震に注意すべきだという。青森県で震度5弱を観測したのは2019年12月以来であり、この時も階上町で震度5弱を観測した。なおこの地震は、2011年3月の東北地方太平洋沖地震（東日本大震災）の余震だとみられている。震度3以上を観測した地域は以下の通り。震度5弱震度4震度3,0
北陸中日新聞によると、ため、公職選挙法の規定に基づいた比例代表区での立候補をすることができなくなった。同法違反（無免許）によって比例代表での当選資格を失い、選挙の不正を主張する議員が出た場合、議席は拡大せずその議席の数を制限することになっていた。選挙管理委員会は、選挙管理委員長によって任命された選挙管理委員長が「公職選挙法の規定に基づく」比例代表で当選資格が得られる、と明言し、これを否定していない。ただ、現在、総務省の「比例代表での当選資格を喪失した」が公職選挙法の規定によって「その後に比例代表での当選資格を失った」のが、公職選挙法の規定によれば「公職選挙法に規定する比例代表での当選資格を喪失した」ものなのかどうかは微妙である。12月31日の日弁連事務局長宛ての発表で、橋本氏は、事務局と党の話し合いについて、「24日には、事務局で調整した結果、事務局は調整を行わずに事務局側が事務局と話し合いから決めた場合に、公職選挙法違反罪で事務局の判断に従うようにしてもらうよう、事務局側に働きかける」と記載されていた。事務局ではその文言は受けていない。しかも、「公職選挙法に規定する比例代表で当選資格を喪失したのは、事務局長の判断に従うというのであろうか」との問い合わせも受けている。,2
スポーツニッポンによると、プロ野球・セ・リーグのクライマックスシリーズ2回戦（6戦4勝制）・読売ジャイアンツ対中日ドラゴンズの第4戦が10月24日（UTC+9）東京ドームであり、8-2で勝利した巨人軍が1勝分のアドバンテージを含めた通算4勝1敗の成績で2年連続の日本シリーズ出場を決定した。巨人は日本シリーズで、パ・リーグのクライマックスを制した北海道日本ハムファイターズと10月31日から対戦する。これまでの3試合でいずれも中日に先制を許していた巨人は、この試合の1回、ランナー2塁で松本のバント処理をしようとした中日・中田の送球ミスで先制。更に亀井のタイムリーヒットで2点目を挙げた。3回には谷が自らのプロ野球人生初となる満塁ホームランでリードを広げる。対する中日も4回にブランコのソロホームラン、5回には満塁のチャンスから荒木のセンターへのタイムリーヒットでもう1点を返し追い上げる。しかし、巨人6回に1アウト1・3塁でラミレスのピッチャーゴロから1点を追加。その後は中日の攻撃陣をリリーフ陣がきっちりと抑えた巨人が勝利して2年連続のクライマックス優勝と日本シリーズ出場を決めた。日刊スポーツによると、優勝決定後に原辰徳監督は「長いペナントレースが終わり、日本シリーズに照準を合わせられる。必ず日本一達成します」と、シリーズ優勝を宣言した。また毎日新聞によると、脇谷は「4試合で10分くらいしか試合に出ていない。決勝のヒットを打った23日の試合も1球だけで終わった。日本シリーズ進出を決めてうれしい。日本一になりたい」と喜びと抱負を述べた。一方、敗れた中日・落合博満監督は「今年1年は思いがけない風が吹きっぱなしだった。負けたけども伸びしろはある。来年は逆転する可能性がある」と話している。,0
パシフィックマガジンによると、2009年4月26日 (UTC+9) の時点であと2試合を残すのみ。しかし、新王者ジョー・アルギレントは元日本王者でWBA2位にランクインしているWBAスーパーフライ級スーパー王者のジョーダン・バルガス (ベネズエラ) が世界ランクの1位になるので世界挑戦の可能性は低くなる。WBAとWBAスーパースーパータイトルマッチを再び開催することとなる。アルギレントとバルガスの対戦相手は、元WBA世界スーパーバンタム級スーパー王者のアントニオ・メヒア (ベネズエラ) である。アルギレントは2008年3月10日にデビューし、2008年4月28日にWBA世界スーパーバンタム級王者ジョー・アルギレント (世界ランカー出身者の世界王者) と対戦、12分25秒、無死試合を行い、アルギレントの勝ち越し負けで世界258戦（153連勝）の後、再起を果たした。5月22日の初防衛戦では、後にWBOスーパーフライ級暫定王者、世界12階級制覇王者となるが前王者アルゴ・ゴンサレスに12R判定勝利したものの12回3-0（109-111×2、2者が118-110）の判定負けで王座から陥落した。アルギレントは2011年4月1日のWBOスーパータイトルマッチでWBAスーパーフライ級スーパー王者のジョー・アルギレント (IBF王者) と再戦し、12回3-0（120-107×10、118-107）の判定勝ちで王座を獲得した。,2
毎日新聞によると、和歌山電鐵は5日、貴志駅の売店で飼われている、猫の「たま」を駅長として任命した。NHKによると、同日任命式が貴志駅で行われ、たまに委嘱状と特製の帽子を寄贈し、駅長の給料としてキャットフード一年分が渡された。また、ほかに、同居する「ちび」と「ミーコ」にも助役を任命した。和歌山電鉄では、「利用客の増加に猫の手も借りたい」とコメントした。,0
日本マクドナルドは、中国の報道機関が、使用期限切れの食肉を混ぜた商品を供給していると報じた同国の食品加工会社から、チキンマックナゲットの全体の約2割を調達していたことを発表した。今回の問題を受け、日本マクドナルドはこの食品加工会社製のチキンナゲットの販売を停止し、別の会社の製品に切り替えている。問題の会社はアメリカの食品卸売り会社「OSIグループ」の傘下にある中国の現地法人・「上海福喜食品」。同社の従業員が工場の床から食肉を拾ったり、使用期限が切れた食肉を混ぜている様子がテレビを通して報道されており、同社から食肉を仕入れているマクドナルドや、ケンタッキーフライドチキンのそれぞれのアメリカ本部の運営会社は、相次いで中国の消費者に対して謝罪をしたほか、スターバックスのアメリカ本部も中国の一部店舗で販売した商品に上海福喜食品から仕入れた鶏肉が含まれていたことを公表している。今回の問題を受けて、上海市の当局は、現地7月20日に上海福喜食品の工場を閉鎖する処置を取った。日本マクドナルドは、品質を保つための使用期限切れの鶏肉が混入している恐れがあるとして、7月21日から上海福喜食品から仕入れたチキンナゲットの発売を全国の店舗で中止する処置を取った。日本マクドナルドによると、全国の約1340の店舗で上海福喜食品製造のチキンナゲットを販売し、そのうち在庫がすべて同社の製品だったとする約500店舗ではチキンナゲットの発売を完全に停止したが、遅くても23日までには他社の製品に切り替えて配送を再開するとしている。日本マクドナルドによると、これまでのところ健康被害などの情報は確認されていない。同社は「お客様にご不便・ご心配をおかけして、大変申し訳ございません」とコメントしている。コンビニのファミリーマート（ファミマ）も7月22日、上海福喜食品の使用期限切れ鶏肉問題を受けて、同社から調達したとされる「ガーリックナゲット」と「ポップコーンチキン」の2品を販売停止にしたと発表した。この商品は全国で123万個が販売されたが、「健康被害の報告はない」（ファミマ広報）とされている。このうち、「ガーリックナゲット」は7月1日から全国約1万店舗で販売を開始、「ポップコーンチキン」も7月21日から東京都内など10店舗に限定した試験販売を開始したばかりだったという。ファミマ広報は「期限切れの肉を使用していたかは確認中だが、安全性を第一に考えて（当該商品2種を）撤去した。再販売予定はない」と述べている。上海市は、上海福喜食品を立ち入り調査した結果、中国国内に展開しているマクドナルドやピザハット、バーガーキングなどのファーストフードチェーン店や、セブンイレブンの上海市内の店舗など、9つの会社に上海福喜食品製の食材を提供したことを発表した。セブンイレブンの店舗では、上海福喜食品から仕入れていた食材を使用して製造したハンバーガーも販売していたが、この問題が指摘されてから販売中止にしている。,0
30日午前1時56分（UTC+9）、東京都台東区にある恩賜上野動物園 (通称: 上野動物園) のジャイアントパンダ「リンリン」（オス・22歳7ヶ月）が慢性心不全で死亡した。同園ウェブサイトは同日これを伝えた。毎日新聞によると今年4月初めから動きが鈍くなり、食べる量が通常の5分の1となっており、ビタミン剤の投与を受けるほど体が衰えていた。4月22日、26日、29日は公開を中止していた。30日朝、出勤した職員がプールで座り込んで死んでいる「リンリン」を発見。監視カメラを再生すると、30日午前2時ごろに息を引き取ったと分かった。同新聞によると、「リンリン」は1985年9月に中国の北京動物園で生まれ、1992年11月に7歳で来日した。2001年から2005年にかけてメキシコに3回渡り、人工繁殖を試みたものの全て失敗した。「リンリン」は人間でいうと70歳ほどに相当する日本最高齢のパンダであった。,0
ITmediaによると、2011年4月19日には「花に愛を歌う」を収録したシングル『Flora 〜Seven Mountain〜』でデジタル・ダウンロード販売され、30日後の4月22日発売の自身のシングルのCD版とCDと同時に発売された。その後同曲は、コブクロのシングルCDの表題曲に加えられ、2012年9月現在は『24』や『Last Night』などにも収録されている。この曲から、デビュー曲『Day Song』を収録した「Loved Conful」が発売された。「DMC（ディーエムシー・ムービー・クリエイティブ・クリエイティブ部門）」ではなく「DVD MOVIE（ディーエムシー・ビデオ部門）」という部門がある。「Flora」は、コブクロ自身の作詞作曲により1995年7月5日に公開された。主演は1951年8月29日から9月28日にかけてフジテレビで放送されていたテレビ映画『X-Flag』を手掛けた川野寛彦。「DX」は、同じくフジテレビで放送されていたドラマ「シャフト 愛の言葉-愛の愛の言葉-」を手掛けた川野寛彦のデビュー作で、主演を「シャフト 愛の言葉-愛の言葉-」では脚本を担当した川野寛彦。その後『シャフト』に改題する形で川野寛彦の作詞作曲による新録となる。,2
長野県白馬村の白馬岳の登山道で大規模な土砂崩れがあり、登山者が生き埋めとなったと、目撃者から大町署に通報があった。現場は、白馬大雪渓上部の葱平（ねぶかだいら）と呼ばれるあたり。山岳遭難救助隊などが急行し、2人を救出したが、田中銀之輔さんは病院で死亡を確認された。もうひとりの登山者は軽傷。目撃者によればなお女性1名が行方不明となっており、生き埋めになっているものとして捜索している。しかし、小規模ながら落石が続いており、11日の捜索は夕方までに打ち切った。県警は朝を待って、上空からの捜索を再開する予定。行方不明者の身元はわかっていない。,0
朝日新聞によると、2月22日(UTC-5)（23日(UTC+9)）、第81回米アカデミー賞がロサンゼルスのコダック・シアターで開かれ、日本映画の『おくりびと』（滝田洋二郎監督）が外国語映画賞を、『つみきのいえ』（加藤久仁生監督）が短編アニメーション賞を受賞した。日本映画がこの2賞を受賞するのはそれぞれ初めてである。,0
ロイター通信によると、1月8日に開催される予定だったパキスタンの総選挙が2月18日に延期されることを同国の選挙管理委員会が1月2日発表した。これは2007年12月に起きたブット元首相暗殺事件の影響で、国内情勢が不安定になっていることを受けたという。また中日新聞と日経新聞によると、選挙管理委員会の事務所や、選挙に必要な投票用紙が焼かれる被害があったことから、1月8日に予定通り選挙を行うことが困難として延期を決めた模様である。特にブット氏の地盤とされる南部・シンド州に至っては11箇所の選挙管理委員会事務所で壊滅的被害があったと報じている。中日によると、ムシャラフ大統領は1月2日、パキスタン国民に向けた演説で「選挙の延期は不可避」とし、またブット氏の暗殺事件について「テロリストが仕掛けた仕業」として、事件の解明に向けてイギリスの警察にも協力を求めるという。また、ブット氏が所属していたパキスタン人民党と、シャリフ元首相が率いるパキスタンイスラム教徒連盟・シャリフ派はこの決定に強く反発し、野党支持者による抗議集会の激化も懸念されている。また人民党はブット氏暗殺後40日間の服喪に入ることを一旦決めていたが、その後事件の記憶が生々しいうちに選挙を行う方が有利として選挙に参加する方針にしていた。ブット氏の夫・サルダリ氏はロイター通信のインタビューで「選挙を延期したとしても治安の安定は保障できない」と指摘。シャリフ氏も「与党に対する有利な時間を与えるだけ」として予定通り開催するよう要求していた。その一方で最大与党のパキスタンイスラム教徒連盟・クァイディアザム派のフサイン総裁は1月1日、今回の決定に従うことを表明した。選挙管理委員会によると、今回の日程延期はイスラム暦の1月に当たる「ムハラム月」が1月10日から2月8日に当たり、その間にはイスラム教シーア派の集会「アシュラ」があることから、シーア派とスンニ派による抗争の激化が懸念されていることも配慮されているといわれている。,0
