text,label
"スタンガンで虐待のニュース\n""ペット用の""という所に？？？？ってなるの私だけ？ペットにスタンガン必要か？",3
女の子たちが今をときめくお笑い芸人にキャーキャーいってる様子に対して冷めた意見を言う人がいる\n\nいつの時代もそうよね\nずっと前からそう\n\nでも、キャーキャー言われている人たちがのちにテレビで活躍してる\n\n人気者になればなるほどアンチも増える\n\nそれは変わらないね\n,5
「シリウス」のMV、最後のカットでああ！これ、あれ！！最初からずっと映ってたのぉー？！って思いました。しかし公開の時間がアホ！,3
ツーブロどころか刈り上げの奴がいたり黄緑とかピンクに染めたりピアスジャラジャラの人が沢山いる緩めの高校だったから時代遅れとしか思えん,5
休憩明けてあと90分しゃべり続ければ1万6千円ゲット,2
登録者数が多いYouTuberは、何かしらの動画がバズって、数十万回再生されていることが多い。\n\nつまり、バズらせないとそもそも収益化の土俵に立てないのかもしれない。,5
飲めないんなら飲むなよ\n\nって言いたくなる,6
ごはんにさ、ステーキソースかけていためるのおいしいよ,0
湿気もだけど、自分のくせ強すぎて巻いた髪が寝癖ヘアーになる。,1
あれはさすがに合コンすぎw,3
イクラが手洗えになってる ,3
いつのまにか寝てた,3
もう！バカ！休ませて！,1
一時間待ってもこない！！ガス会社なんなの！！急いで帰ってきたのに?時間守らないひときらい！！！\nなんか食べ物でも持ってきたら許そう。,4
父子が義両親とお墓参りに行ったのでしばしフリータイムです。(私は午後から用事なので不参加),0
志那の人たちいいかげんにせなかんよな,1
山形で偶然エンカとはエモすぎる,0
もう感情が複雑に絡まりすぎてて誰にも説明できないんだよー。この状態が実はずーっと続いてるんだよ。,1
プリンターが思うように動かず3回印刷し直しとるんやが発狂してええか？ ok 発狂します ア゜,4
gravityのことgrabityって書いてたわｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗマジで馬鹿,6
ある意味迷子。暴走中。誰か助けてー,1
ロシアナショナル終わった…\n女子シングル、最終グループ6練の緊張感半端なかった、あれはメンタル鍛えられるわ\nトゥルソワが崩れたところを見ると、ノーミスすれば3Aまでの選手も勝ち目があるんだよなー,0
苦しくしても時間は去りゆくもの。喉元過ぎれば熱さを忘れる。現在もいつかは過去になる。そういうことが、若い頃には全然わからなくて、いつもその瞬間瞬間をまともに捉えて苦しんでいた気がするけど、大抵のことは、生命に関係するほど重大ではないということがだんだんわかってきた。,7
一ヶ月以上卓球やってない。。。,1
普段使いのキーボードにもテンキーついてるし予備の有線テンキーとマウスも二つずつ用意してある,7
ナナスタはメンテいつまでだろうね.......(´・ω・｀),1
エリカさま嘘でしょ…,1
ふはー。ORESAMA楽しすぎたわ。ダンスミュージックだけど、しっかりベースとギター聞いてて最高やったわ,0
さくらのレシピあと3つ…,2
ほしいものにお金使うって大事だと気づいた,7
韓国のクラブで集団感染って。。\nなんでそんなリスクの高いことを許容したんや。。,6
やめてって言ってエスカレートするのほんとなんなん,4
もう少し自分で解決しようとする、自分ごと感のあるリーダはおらんもんか。,4
短い夏の秘密でも探しに行くか,2
USAゲームやりたい,2
電車の人が日に日に増えてるの気の所為？,3
3エンド終わって7-0…！\nカーリングとは思えないスコア,3
筋トレや運動してる人は信頼できる。\n\n継続する力がありそうだし、\n心と体を自分でリフレッシュできそうだし、\n何もしなければ体は衰えていくということをちゃんと見据えていそう。,7
「このパブ」投票しようと思ってるのですが、今年はあまりセルパブ本を読んでいなくて、10作品読んでなかったりします。閉め切りまでに読めるだけ読んでみよう。,2
放送事故,5
明日はカーヴドケイに行ってみよう。パンケーキが美味しいらしい。楽しみ?！,0
ヒマなので伊勢丹をふらつく、高すぎ＆オシャレすぎ,5
寝るなら触れるな\n1ミリでも触れるなら寝るな\nそれ以外ならSHINE,4
さっき払った交通費は治験で得たお金なので実質自分の血液を消費して移動している,2
無理に来られてもこっちが迷惑です。\nそれなら来んなよ。\n久しぶりにイラつきすぎて新築の家傷つけそう。\n目の前に壊してもいい家具あるから助かった。,4
そう言い切れないと仕事にできないと思っていたんだよねー。,5
自動運転の技術が発達すると、車を運転している時に動画を見る需要が増える。\n広告費が増え、業界全体が盛り上がれば良いなぁ！,2
俺、日本に帰ってきたら大好きなカフェでカレー食うんだ…！,2
うぁ…こんな手紙泣くわ、、 金八先生。。,7
まじなんなん,4
やっとかぐやSF候補作読み終えました。自動車学校以外全部一人称でビビったのはおいといて、個人的にリモートが好みでした。,0
ガスマスク好きなのでたまらん,0
今年の稼ぎが100万に乗ったことを話したら「じゃあ今年はもう遊んで暮らせるね」と言われて確かにとなった,3
オンライン授業中にジッポーカチカチさせる教授、かなり信用ができるな（しゃべったことあるけどかなり怒りっぽかった）（絶対ヤニカスだ）,7
さすがにそろそろ結果を出しにいくフェーズなんだなを感じる1日だった。焦りたくもなるけど、一歩一歩、やるべきことをね、黙々淡々とやるに限る。,2
深読みする頭なくてＫらじからの好意と受け取ってたらそんな簡単な話じゃなさそう…？ファン同士の揉めごとはよくないよねぇ、大好きな人たちを悲しませちゃうよ。ひいてはファンの行動から本人たちのイメージ下がっちゃいかねないんだから、どうか優しい気持ちでいきましょうよ。,1
煽り耐性ないwとかいう奴、オメェのコミュ力が致命的に欠如してるだけだよってハンコ作っておでこに押印してまわりたい,4
ジンとウォッカが夢に出てきた(笑),3
雨雲レーダー見てこれはやべえわつって早く出てきたのに1粒も降らないこのザマは何なんだよ,6
ランティスやっぱり酷すぎやな。地雷臭してたし、行かなくてよかた,6
時計もたせないのも悪いんだけど、今迄も時計なくても17時までには戻ってきてたじゃん,6
夫がラーメン(多分にんにくかなり入れた)食べてきて、家の中が臭いー！,6
久しぶりに自転車で10キロくらい走ったけど、やっぱり気持ちいいわ。,0
いい事があるとそれと同等かそれ以上に悪いことが起きるはずだと信じてるタイプなので楽しいことも楽しめない\nむしろ悪いことが起きると嫌な気持ちになるけど想定より軽いやつだったときはほっとする\nこの思考やめたい,1
小4の夏、終業式の帰り際に先生に呼び止められ、夏休みの宿題とは別に海の絵を一枚描いてくれと頼まれた。始業式の日に渡すとこれじゃダメ、人物が無いとコンテストに出せないと言われ、コンテストとは？？となり、「ちゃんと”海の絵“ですけどね？」とキレながら人っぽいものを描き加えた。,4
名大祭からの研究室はマジでやる気出ない,1
12月…！？そんなバカな,3
こなれた頃の操作が一番危ないんだよな?。また消される前になるはやで編集するようつとめなければ。。,5
"""海外行きたい… \n籠もるのは冬だけでいいんじゃあ～！""",2
ラズパイは言うほど処理能力は高くないからちょっときつそう,1
コバエシネ,6
今月こそはFX頑張って冷凍食品屋さんでたべものをもらう,2
そして久々に前向きスクリーム聴いて出勤中? 今日も頑張ろ！ふー,0
この時助けてくれた友だちは今もTwitterでつながってる。13年前のできごと。,7
気分が沈んだので憂さ晴らしに買い物に行き、買った服を早速着て街に繰り出し５時間踊り続けたらようやくスッキリして、四時間睡眠で肉体労働のあと深夜２時まで泣きながらデスクワーク仕上げた俺、まだいけるな。,7
私が新商品を食べなくなったら、物流が死んだか買い物すら自粛するようになったと思ってください。,1
期待してるから怒るんだ。怒るのもエネルギーがいるんだ。,6
うおお、昨夜飲みすぎて頭が割れるように痛いです。,1
長い動画の方が一気に再生時間が延びるので良いわけだけど、離脱率が高いと、良い動画と判断されないし、減ってしまう分、再生時間の延びにも期待できない。\n路上ライブで言うと、途中でお客さんがガクッと減る状況。\n\n最後まで見てよかった！となるには、無駄を完全にそぎ落とす必要がありそう。,2
でもこの弱ってる体で人が多いところ行ってインフル拾ってまた熱出したらアカン,5
旦那め、やらかしおったな･･･(ため息),6
あかん。10月始まりの手帳仕入れたから、9月終わるまでやる気起きないや。,1
絶対に達成しなきゃいけない目標は特にないのでいつ死んでも後悔はしない,7
そういえば昔、業務のやりとりのメールで、何回かに1回カピバラの画像を添付してくる人がいたなぁ。。。\n\n「今月は仕様が変更になっていますのでご確認ください。\n\n（温泉でくつろぐカピバラさんです）」\n\nって、文末に添付画像の説明が書いてあるの。\n\nあれはなんだったのかな。。。\n,3
新婚時に買った家電で、買い替えたのは6年目くらいで洗濯機と2～3年くらいでスチームオーブンレンジ。オーブンレンジは単機能オーブンと単機能レンジの2台持ちになった。余計な機能付いてないから安いし丈夫。,7
なんなん。\n\nなんか私に後ろめたいことあって褒める作戦か何かなん？？って思ったんだけど、なんかしみじみテレビ見てんの。\n,3
フィンランド行ってからずっとなんだけど、珈琲を淹れるのが自分のリフレッシュになっている。_x000D_\n_x000D_\n今はミルで挽いてます。_x000D_\n_x000D_\nマニアックにならなくていいから、ひとが喜ぶ珈琲を淹れられるといいなー。,0
猫もいいな。,0
大潮なのに台風来るのね。大室のばあちゃん家海から徒歩30秒なんだけど、高潮被ったりしないか心配。海には近付かない方がいいよー。,5
LINEのアンケート2回目来た！,3
一年生楽しそう,0
帰れま10見てたらイグジ出てきたから旦那にチャンネル変えられて無人島のほうにされたけどまあいいやって諦めてたらそっちにもイグジ出てきて草,0
何か自分をちょっと奮い立たせないといけない場面に立ったとき、いつも思い出す。 「あなたに足りないのは一歩前に出る勇気。自信がなくてもはいと手をあげる。仕事をする上ではそういう人が求められる。」 二年間で数回しか話したことのない、隣のクラスの先生の卒業祝いの言葉。,7
投稿がデブすぎる,3
日内変動でこの時間なると昼間納得してたことにまたイライラしてくる,4
往復4時間かかる本免試験のほうが落とせない,5
しぶやだけはびーえるにならないまる,7
ただでさえターン数多いのにプリ使うやつ長考多いのなんとかしろ,4
好きなものに対して「～だから好き」って言葉にするの勇気がいるよなあ,5
今日は普通に家出んほうがいい,5
ある占いによると、自分は森、らしい。人の出す毒に弱いという。それは納得。ただ、様々な動植物の住みかとなり、酸素を生み出す森にとって、幸せは何だろう？,5
うわあ,6
またもや例の先輩から食事のお誘いがあった…。断固拒否ですね。,6
オンライン新歓で部長イキりしてるのに授業一緒に受けてるバグ,3
結婚が人生で一番最高とか人生の墓場とか言っちゃう人はナンセンスなのわかるな～～理想抱きすぎるからダメなのよ,6
IA謎賭けでカモられたんだが！くそ,4
はああ？\nうざすぎる\nメルカリで初めて悪い評価ついた\n\nしかも理由聞いたら\n到着が遅かったから\n\n北東北から沖縄まで送ったらコロナの影響もあるし1週間はかかるだろって思ってたからこっちも催促せずに待ってたのに\n\nそれ言ったら、最初に忠告しないあなたが悪いって\n\nは？？\nふざけんな通販じゃねえ,4
ひとりになりたいだろうと思って早めに帰ったけどそれは私の勝手な想像で、もしかしたら誰でもいいから側に居て欲しかったのかもしれない。本当の本当は思いやりなんかじゃなくて、泣かれたりしたらどうしようって思って、そんな姿を見て自分が傷つくのが嫌で逃げ帰ったんだよ。,1
デブ,6
職場環境も人間関係もほんとおかしいけどあとついに半年。休みの楽しみのために我慢頑張る,2
今日の金曜ロードショーのやつ、こわいかな,5
コンビニで買ったファンデより100均で買ったやつの方がノリがいい,0
今回も血圧が低かったです。最高で100ない。。。笑,5
今日は、大好きな美容院なうだよー,0
webミーティング、開始30分前ぐらいからソワソワし出すし、開始5?10分前に何回も時計見ちゃう。他に何も手につかない。\n\n,5
こわい ,5
縋り付きたい人色々いるけどねえ...こればっかりは駄目だ,1
MeetFresh行くために有楽町に降り立ったら美容室のキャッチに捕まって(美容室のキャッチに捕まったのは初めてだった)しまい、丁度髪がうざったく感じていたので断る理由もないしということでホイホイついて行ってしまったのだった,2
フォロワーじゃなかったらしい,1
年賀はがきが足りんくなって、ゆうゆう窓口に来たら、行列できとらす。30人くらい。,3
旦那へのイライラがMAXに達したのでピザを頼んで今ちょうどむしゃむしゃしてるところ。(ピザの到着時間はハリポタに照準を合わせた),4
あっという間に朝だー(°_°)\n仕事行かなきゃ、頑張らなきゃ。。ちょっとだけ、化粧を頑張ったわたしがいる。。,1
俺が必死になって3年間履修した「線形代数1」あっけなく単位取れたわオンライン最高。,0
平均身長高ない？,3
具体的にどのような論争が起こっているのかを見るとソウルジェムが激しく濁るので見ません,5
今日が命日,5
喋り方キモすぎて5秒で見るのやめちゃった ,6
スマホ一つで?\nって勧誘はまじでいらん\n\n仮にそれで稼げたとしよう\n世界中の人がその働き方してないのはなんで？\n勧誘することで「しか」稼げないからなんじゃ...\n\n話聞くだけタダ\n紹介動画無料で\n先輩が説明してくれます\n\nだまれ?( ^ω^ )?,6
国会中継で議員に脳波計をつけて居眠りしてる奴がいたら床が抜けて下水道に落下してそのまま懲戒解雇できるシステム作って欲しい\n居眠りくらいでって思うけどそれくらい緊張感持ってすべきだと思うよ。,4
うちも体育会を見てる。,7
マウンテンクライマー、たまに連続でできずに休んでたら、自分では動いてないはずなのにカウントされてたw,3
あっ、保健体育と家庭科は言わずもがなですね！！！　大嫌い。嫌いじゃない大嫌い。,6
今日も暑い！\n\n畑行くつもりだったのに、買い物して終わったからね,1
夜の仕事してると男の嫌なところしか見えない。\n\n男もいくつになっても変わらない。\n\n60歳過ぎたおっちゃんも見た目はどんどん老けていくけど、中身は子供だよね。\n\n自分の父親も家では良い父親だったけど、私の知らないところで、同じようなことしてたんだろうなぁと勝手に思ってる。,6
途中まで方向守ってはいたものの最後の最後に急に方向転換して狭い階段封鎖して私と私の後続の進路妨害してきた女さん邪魔すぎてマジではっ倒そうかと思った 急ぎたいのはお前だけじゃありません,4
うわうわ予想より長尺で11月のリサガキ使出ててウケる,0
手足口がやってきてるのか。手足口は恐ろしいぞ。もれなくとびひになるからな。ついでに一夏に2回かかったりしてな ※全て我が家の経験のみによる偏見,5
決まれば絶大な威力だが、決まらなければ相手は無傷,5
酸味の聞いたキムチになかなか出会えない…,1
先着1名様のポスターは無事にもらわれていきました。ありがとうございました！,0
反省はするけど、萎縮はするな。ってめっちゃいい言葉やな。さすが孫さん。,7
ド疲労状態でC1000武田を貪るように飲んでいる自分に気づきヒいた,5
海外出張から帰ってきた。週報提出したら週末はスプラトゥーンンンンンンン,2
ストッキング手当はストッキング着用義務付けるなら出せやって思います本当に 消耗品なんだよ,4
一生消えることのない怒りが今日心の中で点火した。,4
向こうはその返事を起き抜けに見るわけですが（ザマァ）。,4
1年以上見てないから今更遡らないけど「複数対1人は卑怯」発言は見たいかも（笑）そう言ったのに自分がしてるのは記憶系があれなのかな‥だと話聞く度答え変えたり意味不明の事言われたりも納得いく,2
ちょっと前に起きて、子に宿題したか聞いたらまああんまりせずにゲームしてたんだけど、私がその話をしだしたくらいで、便乗？して夫が注意しだすのわけわからん。夫、同じ部屋にいたのに声かけとか何もしてないやん？？,6
寒すぎて帰って着てから全然動いてない。,5
りんさんおパンツにしか見えませんよぉ！！,3
時々、隣人のおばちゃんにお金を要求される。「孫がお腹を空かせている」「電気代が払えず困ってる」など。\n\n隣人に関しては、僕の家への放火疑惑があるため、拒絶は得策ではない。と頭ではわかっていても、タダでお金を渡すのは抵抗がある・・,6
東京から逃げ出すバカ増える前にとっとと封鎖してほしい 他県に迷惑かけんな ,4
なんで今週は休みが4日ないんですか？？？,1
mexプラスの額も損失も実感があまりないから気軽に100枚くらい持てそう,2
自分からおまけを要求するなよという思いは一回寝ても変わらなかったので特になにもつけずに発送した,6
成績開示を見て…俺を落として受かって行ったやつ無駄に大学生活過ごすんじゃねえぞ,4
中途半端な年代ばかり聞いているのは過去を懐かしく思うことできず、現在にも留まれず、未来も見えないからなのかも。単なる言い訳。今すぐ聞こうって思ってn度目なんだろう。,1
自粛無視ってなんか日本語として違和感あるけど、用法として合ってるのかな。,6
何が言いたいかって、 美しいひとになりたいなって、心から思った,7
コレジャナイロボ！,3
あさってから台風て、富士山で遭難したらどうしてくれるんだ。,5
急に苗字呼び捨てしてくるやつなんなん？付き合い長いとか付き合い短くてもなんとなくお互いの同意があるじゃん？そういうのないのって私が年下だから見下してんのか？呼ばれる度に地味にイライラポイント溜まる,4
特に実感もわかないし失敗するつもりもないけど万が一明日のテストミスったら留年なんだよなぁ,5
娘への自動鼻水吸い取りが完了。泣くけど風邪の悪化よりは全然マシだ。,7
今年の居住ビザ更新は、労働許可証の更新も重なって10万円以上飛んでいく・・ボランティアに戻ろうか。,1
伏線回収して終われよー(°?° ?),4
気持ちはわかるけど\n医者が少ないんだから仕方なくないか？\nコロナは致死率低いしアルコールで死ぬんだから\n逆にインフルの方が怖いと思うけど,4
最近投資をよくやってるのに着実に貯金できてるのはなぜだろう？,0
夕飯はなんだかやる気がなさ過ぎてガストに来てしまった。ダメ主婦だ。,6
きのう夜中酔っ払ってyoutubeで耳垢除去の動画を延々見ていた記憶がある,3
ヒトラーが言っても正しいことは正しいし、ナイチンゲールが言っても間違ってることは間違ってる。,7
スウェーデンのコロナ対策は失敗って言われてるけど、財政負担になる高齢者を効率的に減らして、経済活動はできるだけ維持したのってどこよりも上手いと思う,7
新元号関係なく内見しに伊勢行くんだけどめっちゃ混みそう,5
あー、気持ち悪い。コナンくん観てテンション上がってたのに…。,6
ゼロのゼロ乗って何やねん,6
近所のうどん屋さんが、いきなり味噌ラーメン屋さんになってて戸惑いを隠せません。。。,3
息子が絶望状態のとき所構わず頭を思いっきり振り落とす現象を、プレーリー爆弾と呼んでいる（メモ）,5
相変わらずここの病院は胸に聴診器当てながら 大きく大きく?? って言うんだけど何が大きいか言ってみろやコラ,4
ネコポスが一番安くなるのか,2
普段使わない分、やっぱりキツイ。 とりあえずどうにか4分の1は終わらせたい。,6
コスティッチのクロスも鎌田のスペースへの走り込みとダイレクトボレーも完璧。鎌田やるな。,3
ワイヤレスイヤホ、プラプラしたコードが電車内で他人のカバンに引っかかってズボ！！！！！！！！！！！！！！！！！！！！！！！と抜ける心配がないってだけで十分アド ,0
恋人に初めてイラッと来たよ今日\n電話もメールも仕事の連絡返さないの何なんだ？？むっかー！今日1日困ったじゃん(●･??･?●)病欠かもって心配しちゃったじゃん(●･??･?●),4
初めて観たジブリ映画がこの名作だったから思い入れが強いんよな,0
外出たからには、本屋に寄ろうと思ったら、まだ開店準備中だった。悲しいが何もせずに帰る…。,1
ゾラ注の治療中にスッポリ記憶が抜け落ちるような状態になって、主治医に言ったら「年のせい」って言われて殺意を覚えた体験より…,4
これは荒れるぞ…,5
なんか美味しいもん食べたい\n贅沢したい,0
あー楽しかった！「時よ」でフルテンションでノって今腰痛いけど楽しかった！,0
「愛情を受けて育ってるかどうか」っていうのが結構人を見る軸になってるのね、かねちは,3
良い米ってあれだ、名前が5文字,7
髪色暗くしたい,2
ついに九大のアラムナイも伊都に移行か,0
ガルパン本編見返しててガラケーとサンクスの懐かしさに悲しくなったおばさんだよ……,1
おもろかったけどこれまた大風呂敷広げるタイプなんやろなぁ。,5
昨日いろいろやらかしてるのをさっき気づいた ヤバい。,3
エボラ出血熱の患者にハグされても怒らない人だけが坂本プロを擁護しなさい,7
札幌に旅行行くなら絶対いくべき ノースサファリ ,7
車の運転の苦手なところ\n車線変更\n右折\n右右折待ちの車を左から抜かす時\n巻き込み確認\n高速道路の合流\n運転中に話しかけられること,5
11時半まで寝てました。子供は餅食べてました。,3
新聞にピペド＝ピペット奴隷って書いてて、十年前は確かにピペット土方だった気がするけど、この１０年で更に身分下がった様子。,3
クッソョンハァンデが欲しいけどランコムの新しいリキファン気になりつつこれからの季節はパウダーの方がいいかなあとかまあまだ暖かくなるまでに時間あるかしら…ウーン ,2
「人肌ぐらいの白湯」が好きだと気付きました。赤ちゃんのミルクか！\n\n,0
加藤純一が東海オンエアは同年代の男は恥ずかしくて見れねえんだよ的なこと言ってたんだけどQKはバチバチ同年代ですね…,3
言葉ってほんと大事,7
ちょっとは涼しくなってきただろうし、牛乳買いに行ってこよう。,2
ラーメン食べてたら終電逃したから、あさみんち＼(^_^)／わくてか,0
昔少しだけやっていたNaverまとめ。見込み額が416円で振り込み可能みたいだけどいつ確定になるのかな？？？申請忘れそうな人多そう。,5
花火の音するのに、花火の頭の方しか見えない、、、虚しい?みたい,1
麻雀打ちたいと思うのはわかるけど、天鳳か雀魂しとけよと思う。,4
ULTRAMAN、JAMじゃないのかー,1
毎日毎日、何もせんとゴロゴロとしやがって!!家におるやつが家のことしろよ！掃除機だってかけたいのにゴロゴロされてたら邪魔やねん!!ちくしょー。直接いえれば楽なんだろうな。だが、面倒なことになるから言わないよ。そのかわり、老後は面倒みねーからな。,4
はあ、貴重な睡眠時間,1
いやマジでウザい キレそう,4
会社の先輩 むかーー！\nきらいすぎてやばいです！,4
明日から新しい試みを開始。\n一見そこで終わりに見えるけど、ほかに繋げていく?。\n\nわくわくのわく。,2
原油価格がマイナスって意味がわからないなあ。,3
シャワーに入るゾンビたちｗ,3
やりたいことが多すぎる。幸せなことだな。,0
省庁でのプレゼンを終え、颯爽と首都から立ち去ろうとしたところ、「飛行機4時間半遅れるから」とチェックインカウンターで言われた時の虚無感。,1
群馬県太田市長が新コロ患者の特定可能なレベルの個人情報をツイートしてる　おわっとる ,6
怒ってますアピールすなよ腹立つな,4
結局寝ることができずこんな時間。。。不眠だなぁ。ふーみん。,1
仕事のスケジュールをいったん整理まだまだ胸突八丁目,2
vivomove Styleをぽちってしまいました。,2
旅行なのに一眼の充電器忘れてしまった…なえなえなえー,6
なんでサスサクだろって考えた結果、その時推しが辛いめにあってる時ほどサスサクという公式にも安定した確たるものだから、安心感を覚えてサスサクにのめり込んでるんだといことが熟考の結果分かった。\nエレンや飛雄ちゃんのときもそうだったからな…,7
このままだと最悪入院するかもしれません。薬を飲んでも熱が下がらない。悪くなる一方だ,5
ロナちゃん気になりすぎてことりちゃんに気づかなかった(´；ω；｀)\nごめんよー(´；ω；｀),1
今日は道後や,0
人気あるのかわからない。\n個人的にはドはまりしてる。,0
かさぶたになって 痒くてこすっちゃって また血が出て を、この先も繰り返すのだろう こまた。,1
シナリオブックを買うために書店梯子するくらいにはハマりそうだったんだけど表記ブレが気になって終わり。,6
米ぬかはじめて飲んだけど、きなこみたいで美味しい！,0
考えてくれ?,6
カードゲームを批判するのに他のカードゲームを例にだすのは別にいいと思うんだけど、例にだされたゲームの情報があきらかに間違ってると、お前やったことねーだろと思う。,4
やぱニコ動の特許の流れるコメって画期的だよネ,0
来月も東寺に行こうと考えつつ、移住を結構本気で思う。水道で髪がキシキシになるのは慣れだろうか。,2
私の心の中のよしこ\n＿人人人人人人＿\n＞    クソが！  ＜\n￣ＹＹＹＹＹＹ￣,4
雨雲が来るわね,6
専業声優になるには顔もそこそこ良くてトークもできて歌やダンスなんかも色々出来なきゃいけないし、昔よりはるかに厳しい時代だよなぁと感じる。 一時期は専業でやってたけど、これを死ぬまで続けると思うとしんどさがすごくて…,5
おなかすいたっぴ,2
分からない、もしくは知らないは免罪符ではけしてない。事情はその時々で異なるだろうがどんなに時でも言い訳に使って良い言葉ではないと思うのだ,6
4月1日にイベントやる予定なんだけど、直接人を集めないでやる方法ないかなって考えてる(´・ω・`)\nコロナウイルスの件で中止するのは簡単なんだけど、せっかく都合合わせてくれてる人も大勢いるし、どうにか直接会わずに同じようなことができないかなって,2
EXPERIAって本当に防水なんやね。風呂に落としたが生きてる！,3
はてなブログの分は全部SSL対応に変更した。,0
運営がルール提示したくせにそのルール守らないってなんなん？馬鹿なの？それなのに大企業だと許されるの？？,4
わたしが毎回匿名で｢目元隠せばイケメンじゃね？｣って言われるのはむかし目元からビームが出て村を焼き払った時生き残った少年が大人になったからです、いつかわたしを倒しに来ます,5
適切な量を楽しく飲んでいる人が大半なのは重々承知していますが、ストロングゼロは販売許可制にでもしてほしい。,4
ちょっと頑張って食べるとすぐ吐く…もったいない…でも太りたくないから吐いてしまう（´・_・｀）もっと顔小さくなったら可愛くなれるかな…なんて思ってしまう。。\n明日は1日ロケだから今晩はパックしてもう寝ます。日焼けしませんようにーーー,5
Meet fresh行きたすぎるんやが,2
水曜休診に怒髪天,4
かぼちゃコワイ、キライ(´・ω・｀)\nもう一生触らない(´・ω・｀),5
計算ミスで専門科目を3単位余分に取得していたことが判明して後悔している,1
早く最高の夏の思い出作りてえ,2
通称：ねずみ男（父）,6
なんで！こいつのことだけはなかなか消えてくれないのか！ 美化してるだけだとはわかってるけども！,4
あれ、夜に殺すな、も聞いたことあるな？クモの扱い。,3
今月からアイライン人生スタートヾ(oﾟωﾟo)ﾉﾞ,0
キャプで見たとおりに女の子がかわいいですね、好きな絵柄です　自分が絵を描くときに参考にしたい,0
XRPも少し触ってみたくなったからbitbankに登録した,2
18時間勤務のあと、元カノいるっていう誘いに乗って新宿オールしたのがまじでやばかった,1
誕生日で女の子からお菓子もらってるあたり、今年の俺は何か違う。,0
研修で俺を明るいと評した講師が居ました、こいつは見る目がないなと思いました、私は静かに眠りにつきました,6
もうすぐ仕事場の最寄り駅やけど、めっちゃ行きたくない病が発症した(^q^)帰りたい。とても帰りたい。,6
この年になって初めて物理なんて勉強するもんじゃないな,5
旦那に腹立ちすぎて虚無,4
いや本当にこれだと思います。生存バイアス。,7
すごすぎ。,3
ほぼバイト行ってないくせに派遣やらモニターやら登録しすぎて自分の勤務場所が分からない状態＼( 'ω')／,3
咳のしすぎで背中が痛く湿布を貼ってもらう老後のような妻ですが、マスクを取りにリビングに行ったら夫は夫で19800円くらいで買った激安サイクルマシンを漕ぎながら名探偵コナンを見ていて、まぁ10年近く経てば夫婦なんてそんなもんだなと思いました。とりあえず家庭は平穏で何よりですおやすみなさい,7
クリスマスですね。本日より通信制限に突入しました笑,5
社会人だろ連絡くらいしろw,4
文フリ、休み休み回ってます。蒸し暑くて大変だなあ。,5
世の中に価値を与えているのであれば、信念を曲げる必要はない定期,7
ルンバ流行ってるのかな？笑,3
1日に2回映画見たの初めてかもしれない,3
損切りラインにかかったのであきらめてＳ切った,1
明日は京都に行きます,2
口癖直なおさなきゃ,1
